video_id,category_id,views,likes,dislikes,comment_count
r15_6z9xryo,19,1932429,17001,1701,1700
5n9xafjynJA,28,2102153,36582,891,5592
wPib0uRFmC0,28,113999,6038,39,402
EsBjHXCG4Us,27,403292,8650,397,1728
6uJf2IT2Zh8,10,10530920,555555,17245,59723
k_YtadXMmD4,23,127812,338,6,18
i9GSF3ROa58,10,2275359,111392,3145,10169
pOEzjT-SED0,10,3244243,95558,17820,22817
GIn4CeZq7Nw,23,93741,1233,127,143
88kkrRv1UgI,27,355437,13722,800,1955
wJh-jurxmGQ,24,95679,500,63,0
kz3MEd1Jr0Q,10,1220147,69503,897,3193
p9wE8dyzEJE,1,4384273,15348,400,2706
8-u5nd2GqNE,27,1064495,26861,831,4663
qS6LoRYUdhw,28,1165497,45068,692,3968
3jtjkXSvuJw,15,77856,6529,20,654
fQvGSkTYJSE,2,816740,9052,649,3038
TsYGNNPQ3ZU,24,176140,15955,178,1586
JLOFZoBJnd8,24,471521,26036,270,1151
A_mlvG_nRsg,17,2447,0,3,1
iASe_veKR74,10,216658,11310,159,554
2r_nGjgqPE0,10,1134684,49928,451,1519
pvg2cw5oshg,10,160971,4436,175,242
MGanJGGVSrw,10,1046154,39200,629,1775
dcipHnWcB0w,24,683364,5874,458,576
eKwAib6LosM,10,396378,16263,169,911
U5sCjnezw4o,25,132164,779,94,316
16W7c0mb-rE,27,1968605,122531,1155,8448
KGziD2V8Ppw,10,592238,33812,622,2108
8-Cjsnq8kVU,1,11907002,320679,7145,14357
ixxR3ZoqnF0,10,7475081,1035003,4901,86912
UB1cGaIW81I,24,67078,778,33,84
FKA-Jy6nuE0,10,69795,1629,75,50
9PhM-zCmTFs,15,514888,22136,244,771
t1shnJT8NCY,22,680306,7994,2662,1421
pi0ePRY7TSc,24,451381,3110,14575,3095
D-dwmYeLLng,10,913756,67288,1561,2925
P1-UTlnjeVg,28,68625,3269,60,376
Nz0qoOgyWSQ,24,402199,2050,838,1643
UuCq8mtK8J4,10,3483577,148734,2257,4945
NSgMcs1KdTI,10,22607,1472,22,91
tG4Fbj1B1bY,24,128002,1939,253,266
CziCidR4KcY,10,681439,29225,1356,5366
K6xwB8Kkce0,10,1024814,174637,534,7475
p3MjsrMNCbU,10,156243,7399,92,761
TWpt-ze_cYU,23,1417912,67856,653,67310
PHWAZNkqwN4,10,360539,16470,640,1515
5PB2YzNddI8,10,612279,29873,520,1458
JYnNlHQzYTY,24,373105,11555,264,1097
svZScJMh4Pg,10,702208,42577,723,2624
kOCkne-Bku4,10,795683,44085,236,1604
hpapqEeb36k,26,909177,36636,902,1980
szs2GAYwMHo,24,443412,3563,100,147
EEIP1YpFXrE,20,1249486,46508,869,6511
KkhR9z6pAMs,24,5464,13,1,2
KhxqJzr6FAE,24,56969,5991,33,449
jG1JY0rt2Os,10,3821846,177700,4842,15815
aHKzU_rXdw8,26,129071,12681,83,789
Pubtjn5QIjg,26,76536,3536,199,123
DhwwTxTh5To,28,474858,15051,1034,2364
C_SJgw5MVFY,10,23987,1669,33,169
cDDF4pPwEUU,17,29188,411,5,132
cmoknv58jjE,22,2433987,65991,9011,9450
YbHdBoHMxK4,10,35511,2016,11,69
k1cA-Wh3Tc0,28,930403,20658,970,6544
IeTTfquV0iE,10,14265,832,11,70
YjBB89qsupM,10,828587,38326,654,1088
pgjRX9oGF7g,24,968868,32181,1279,7720
9pbCuFxRuqs,28,676692,24794,1326,3567
dUMH6DVYskc,28,2227708,11817,6285,3769
RrhSJzM8NLE,10,539987,14532,650,881
cxMvzK2OQTw,23,1365087,25811,8876,6604
0gwkMY-mzUQ,24,736276,36904,748,1829
WbYqfpnw7sE,22,2885,3,0,2
bAkEd8r7Nnw,24,3794124,106105,2103,7663
YvfYK0EEhK4,23,1607810,39699,2268,1847
eQVhAN7-IAw,10,852543,44619,674,2609
5530I_pYjbo,26,3083469,193377,1218,10440
cHB_s970Uyw,24,1980168,77373,1955,9955
Z1rZAT2GtmI,23,1013330,29712,1320,3500
_EvMYEfF_hQ,24,8951919,360340,6503,24248
OHOkdEBpwDc,24,1501756,78351,1897,15495
l7VfDVVxiMM,27,589827,11839,1815,4413
V3EYjVPRClU,10,684778,62969,1492,6495
zYX1bgxEAhw,24,349459,9015,430,2220
EBt_88nxG4c,10,6119211,271964,9496,20075
I8TVdFbFMg4,28,259918,9228,308,967
VfAOl67WcLY,23,619503,27379,823,1479
mewW_pRSgEc,23,1382432,16481,916,2497
89PKbJ2NAqc,23,1134859,21876,391,1067
I6N-XuYllgA,24,630362,34793,358,1938
J6iyX87SBP0,1,104510,2182,273,365
Up09AUDzLVI,28,151739,8015,104,1774
G4BxOhJOmUw,24,1163659,33468,782,3102
KFaMZUarksA,10,1709054,106755,1093,6894
#NAME?,25,402878,1966,848,2087
2Nlo2ekTRvI,1,1273343,32935,1209,5223
CzmIrPvIzxk,1,1586719,43567,927,5865
RP3UsFrDJfY,10,605722,54920,633,3609
0dSR-9mtuzk,24,245610,9004,124,427
9efQnL-nlUg,28,309852,11348,357,1313
5TLANg1GC7U,24,2437554,70432,1172,6796
fIElFIuzGLI,26,89763,3217,342,543
taxAD2LePy8,26,295351,29424,293,3268
1dQEfL2BfUM,24,143128,11259,185,618
CKPMAICRYuw,24,338500,7047,86,321
NWQqJDGo4Z4,10,33892,1603,239,397
Lg5x-YWxpco,24,594981,7408,770,3869
CxC161GvMPc,27,303343,14000,286,1157
pDf5sHgvo0A,17,707164,11709,1044,3676
mH-Sx0lEGjA,24,348854,12055,93,808
vkHGedqmIPc,22,196552,12249,209,911
TSW9cla5bmw,24,81878,1302,29,144
0Rt329xQUjM,26,269447,9814,152,1152
puREqwXzyCI,23,93664,8839,198,1378
LqSkYMmyUWU,1,42513,854,7,120
M6LTqtYKDtI,10,780009,42232,1063,3004
3IaL0li-LWU,28,42910,1976,156,2903
3oXhLdeuxDw,25,833312,9624,245,1586
vFK7oWLWapc,1,153898,7551,1028,1904
Da2crn5NXc4,26,431883,40912,1134,2174
GyvRamX1VyA,24,199355,10175,122,970
Yq4_YocuVeg,24,41474,1152,17,86
lJM8qqEy35c,25,126981,336,29,335
eZQdQ5pV6EE,22,399511,24848,385,4168
4L-BPQVZYXM,28,1317168,49163,1145,5796
G_Pu00NmJfg,26,329176,8905,175,908
0PW9MWDWLH8,22,98851,8625,39,752
OPaybxgucww,23,710660,33091,739,1099
SJUhFjNfaZY,10,14071,209,18,30
kKFNThEiilU,22,84038,823,340,486
lfkYyrhWphE,10,1032352,122170,555,7563
TfHJJeiS-aI,24,131771,1557,41,117
leFNoUJmJ9o,22,19261,1603,8,296
X5DWRXTOUD0,26,571588,38843,1342,3181
Zxag9p-63RU,24,1042458,4398,185,450
FaxqVBYVOVU,20,87397,3617,29,237
HszBf-CJeVE,24,545535,29140,321,1663
#NAME?,17,1624478,6674,1567,577
3k6RD9zVvpE,23,2132690,163039,1196,9133
FTv-CE43PpM,24,68936,1728,146,751
uU3kLBo_ruo,27,496264,22990,1409,4619
BQC09Mdn24w,24,401701,28206,1310,3414
UQHSK-kgONk,10,97414,3275,27,251
bAfn2duIlN8,22,126015,6562,253,925
fEjag-a7TyU,17,1154618,10487,528,1647
_akwfRuL4os,22,160012,0,0,1722
XcUiOyKclOI,10,58677,2972,19,206
i2ZHwnKVXK0,23,99456,4131,76,261
aZdkR_WhA5Q,23,1130630,42018,1782,1744
dLRZTBtdMUg,10,153513,2930,121,223
CWrjDoEBQsw,26,452087,19249,223,1944
fbL1ZoAQgUU,28,973134,7869,336,2441
UhZ56rcWwRQ,1,1803225,21804,4937,4723
vSRAOvhFF1I,24,73815,7616,79,354
aVpvVq_yZLM,25,165099,694,817,1282
7Bgj9c48zHU,24,60404,8400,88,2888
#NAME?,23,571905,15124,1143,1631
w2Es7-c9GAk,10,1857727,9105,2408,1897
pmdVVDkvJXU,24,66181,1146,13,210
jH2t4Tcl3Pg,10,612044,26363,454,1484
6LuHS7ZeSjE,23,866967,33235,1112,2105
vNya04dlC4I,24,58168,190,275,227
zOgle88sKro,27,583305,21749,182,1214
IuYFvaNHJug,10,112466,7227,76,288
Yhea380bYp0,10,118094,16471,66,1283
YkLzdHTv3G0,23,747879,35707,883,1979
R8hccXRk3MI,24,521200,8936,1366,1567
FaJmopuuhZE,10,122831,3962,147,478
aD5dCMBeySA,22,62982,905,34,180
XHkAjUVoQME,22,230292,2968,56,194
EbuCLC_wVlM,24,361370,15073,155,525
wx-M8sxcOp8,17,1314979,9837,651,4413
uLHygq6Mm-0,24,63733,1022,43,178
iBy6XRHPODQ,24,792283,20927,129,1599
MVes87KrWvs,22,178462,20997,287,990
iatq3Rn4vsg,24,277186,8207,168,924
ZJDMWVZta3M,1,19999878,395711,8694,46761
X_tYrnv_o6A,27,402651,28693,203,3671
G_UHknhNbAQ,25,609752,16785,571,2782
8HTdbCohTXY,25,18438,241,148,535
7cTi6PHUqMw,24,37844,1374,77,793
KQkkgD2p3Ow,10,227316,6069,419,831
WKcYTvyoidw,25,37705,961,51,228
Nt4tJHp27u0,23,128996,8203,171,1062
f45Va7jMSx4,22,137347,4429,174,272
euaGS3tPRBw,1,1984712,26021,1965,2811
41kp6qN1Crg,17,139847,2225,25,65
qv9Gt38LOKQ,26,638581,24510,580,2508
NYizLfEYKuY,26,160591,2063,121,242
ZkPSbp3zTfo,24,2857743,57173,3359,6605
TIQqb80eg24,10,2142476,106008,1722,9762
Kn5UgGQukYQ,1,36137,0,0,0
ai_UWoM37dI,24,6176066,344502,8172,97131
8mCcM-PUmLM,22,2167780,114202,1300,9880
2a52cBN9qOA,25,1095,8,2,13
YcCrw6d3UX4,25,5208,54,27,56
caN18WcW5XU,10,112694,1432,34,99
aKPz583WRpQ,24,2132668,16577,596,2024
v6d1rShfyZk,22,2869,2,2,0
mN4JWnTOSmg,22,15117,165,4,28
7COF8AhH9Z8,25,27302,195,40,290
r4a5ZzHclCs,26,53042,2953,51,271
0s6-iFoCFNQ,24,2464654,25590,825,3725
c8DogLWrs90,26,38712,1286,45,137
9Tb3xPmr3yg,25,81305,563,58,524
U44YLdW9AL4,19,249099,11180,342,1628
cyhU06cXfeU,26,1206659,86499,785,13983
k-qUBZWor4I,17,11810,12,7,44
6SjslBAJkJI,10,253356,12149,126,852
WeOwqu6gOPs,22,196081,8953,62,357
YRRczTwopgA,1,29607,2055,50,369
c9m52-psUmw,24,8284,27,7,6
cH4E_t3m3xM,10,11342795,683954,13904,40039
t5SXnaaOJfY,24,82123,258,98,107
wc4v9uT6GWc,25,24158,177,28,151
Djxjmq9pvrM,26,145499,4040,216,385
SW3X7-gk8q0,10,342587,34686,250,4222
qvLyNeMGdR4,24,1480,5,0,1
XisRqF3ympA,26,15203,399,13,80
Q1EgRiVdT5w,26,159957,6946,234,321
D818vkK10UQ,17,341472,11032,512,517
_wS7seijyks,26,694533,21205,788,2809
B4mK5OElAFQ,23,257195,17097,543,3795
wuEKwkTqdw4,25,24996,261,353,692
jR5k_1Jgf2Y,24,8448,57,18,20
A6-P1-xxF9Y,22,81909,1217,519,0
PliRMGvytnA,24,2187692,93920,1034,9928
TyHvyGVs42U,10,68997838,2048049,96281,115819
NNywashg_mw,17,36717,204,41,108
Y1n8F4uClUU,2,3241257,16673,1033,2712
VjEyUUQP1s8,28,3391,151,1,20
hLgIghY-FGc,15,592731,38272,663,4997
RZU5HebzuP4,23,54522,248,24,18
BQ_0QLL2gqI,10,5191299,184880,2143,5388
dpeDxEb9yeg,26,525796,16273,392,837
F86S9Uc4mP4,24,785288,7038,594,2864
By6Mi7VlqcU,22,297714,2610,1553,1561
jPkRGHivRD8,26,85898,3590,185,544
FZiCWBplZ90,23,345600,28893,490,2428
HHtfcjwHERA,26,4736,143,11,14
w8vsuOXZBXc,10,2575435,154170,3283,11223
5HUCAF6898w,28,2367,55,1,4
asu37n6sEBY,10,515929,9790,500,470
fRj34o4hN4I,28,10595011,203961,4871,35108
nfbwPTsowEA,24,751890,50672,1696,3461
6GT7PrIIS5I,26,362572,6295,752,519
b6fepBtNgVM,10,932966,95080,361,4270
r15_6z9xryo,19,2200529,17822,1819,1783
EsBjHXCG4Us,27,434799,9087,422,1880
wPib0uRFmC0,28,118159,6108,40,398
5n9xafjynJA,28,2141930,36844,909,5640
pOEzjT-SED0,10,3586390,100576,18690,23563
k_YtadXMmD4,23,141897,343,6,21
6uJf2IT2Zh8,10,11825470,575900,18051,61498
VNqrILFD5h0,24,141782,645,216,170
88kkrRv1UgI,27,363154,13957,812,1988
kz3MEd1Jr0Q,10,1456715,75745,1012,3485
p9wE8dyzEJE,1,4428937,15617,411,2740
8-u5nd2GqNE,27,1105611,27738,854,4830
iASe_veKR74,10,239773,11786,169,605
fQvGSkTYJSE,2,836305,9164,664,3133
qS6LoRYUdhw,28,1185542,45596,695,3993
GIn4CeZq7Nw,23,97795,1271,128,146
wJh-jurxmGQ,24,113980,571,71,0
2r_nGjgqPE0,10,1360509,54560,519,1579
JLOFZoBJnd8,24,516353,27621,285,1208
rovAxg5A48Q,28,5584,38,2,10
pvg2cw5oshg,10,173742,4598,182,258
3jtjkXSvuJw,15,83207,6725,25,695
8-Cjsnq8kVU,1,12382809,328876,7238,14836
eKwAib6LosM,10,436629,16959,185,907
KGziD2V8Ppw,10,617406,34338,637,2154
dcipHnWcB0w,24,702556,5960,463,589
t1shnJT8NCY,22,700476,8114,2682,1410
16W7c0mb-rE,27,2005522,123785,1169,8524
UuCq8mtK8J4,10,4600718,167704,2623,5290
U5sCjnezw4o,25,133758,781,94,308
cHB_s970Uyw,24,3765990,116997,4148,14779
nkXGohB02V0,15,350853,20974,339,1064
wV7RsaTY228,27,296440,9567,748,3243
Z1rZAT2GtmI,23,1750448,41770,2502,4942
9VH4yQrU_SY,23,184579,2565,84,242
V3EYjVPRClU,10,1481114,87125,3020,9135
1lGHZ5NMHRY,28,687321,21479,2345,0
_EvMYEfF_hQ,24,10311506,388862,7644,27036
Wen6VQS6NG4,28,588908,16422,1238,1636
OHOkdEBpwDc,24,1713057,85196,2339,17322
zYX1bgxEAhw,24,636464,17862,777,4695
I8TVdFbFMg4,28,521956,13084,683,1393
LqSkYMmyUWU,1,133924,3251,47,441
J6iyX87SBP0,1,235270,3110,623,627
VfAOl67WcLY,23,950854,35257,1222,1678
I6N-XuYllgA,24,1165229,57834,729,3040
EBt_88nxG4c,10,8464537,327501,12297,24010
mewW_pRSgEc,23,1558898,17640,1173,2935
NWQqJDGo4Z4,10,77288,2176,464,742
3IaL0li-LWU,28,122586,3353,485,4155
KFaMZUarksA,10,2126764,117804,1421,7825
G4BxOhJOmUw,24,1257735,35124,833,3314
RP3UsFrDJfY,10,816847,61459,822,4099
fIElFIuzGLI,26,151567,4459,629,686
2Nlo2ekTRvI,1,1556203,36243,1570,5692
#NAME?,25,454203,2218,1016,1664
CzmIrPvIzxk,1,1861361,47240,1156,5700
1dQEfL2BfUM,24,197420,14144,249,716
9efQnL-nlUg,28,456992,14287,513,1593
0dSR-9mtuzk,24,350159,11143,173,493
Yq4_YocuVeg,24,81706,1677,32,158
Lg5x-YWxpco,24,752064,8837,974,4213
puREqwXzyCI,23,145093,11120,495,1610
Zxag9p-63RU,24,1484851,6093,304,601
vFK7oWLWapc,1,208376,8646,1464,2281
5TLANg1GC7U,24,2717114,73896,1335,7586
taxAD2LePy8,26,346530,32631,375,3550
mH-Sx0lEGjA,24,461918,14478,135,956
6VoJHrdoIJw,17,434617,8540,335,1085
TSW9cla5bmw,24,100921,1519,53,168
JaNmH8A-4NM,17,1017736,18601,658,2093
CKPMAICRYuw,24,476412,8543,147,438
M6LTqtYKDtI,10,966474,45634,1183,3087
CxC161GvMPc,27,376081,16323,338,1177
vkHGedqmIPc,22,218417,13285,244,997
GyvRamX1VyA,24,276578,12015,196,1141
Da2crn5NXc4,26,694652,54674,1848,2726
0Rt329xQUjM,26,289999,10239,173,1213
s7wLPGmnahE,24,179997,1401,113,133
lJM8qqEy35c,25,161587,548,53,579
3oXhLdeuxDw,25,945493,10397,287,1727
FaxqVBYVOVU,20,152289,5828,46,437
#NAME?,17,1807642,7313,1602,666
TfHJJeiS-aI,24,156600,1747,43,133
fEjag-a7TyU,17,1190081,10587,537,749
0PW9MWDWLH8,22,117455,9627,50,791
eZQdQ5pV6EE,22,430719,26033,399,4318
G_Pu00NmJfg,26,351726,9308,185,1009
4L-BPQVZYXM,28,1409442,51315,1201,5699
FTv-CE43PpM,24,76830,1822,172,815
OPaybxgucww,23,801356,35347,786,1119
lfkYyrhWphE,10,1281845,132100,649,7944
UQHSK-kgONk,10,141179,3803,39,266
HszBf-CJeVE,24,822215,40240,461,2287
X5DWRXTOUD0,26,637028,41968,1457,3344
XcUiOyKclOI,10,73194,3342,24,213
3k6RD9zVvpE,23,2380130,172520,1268,9903
BQC09Mdn24w,24,446986,29789,1424,3357
i2ZHwnKVXK0,23,125762,4731,81,289
bAfn2duIlN8,22,142155,6971,268,1003
kKFNThEiilU,22,88992,884,376,566
uU3kLBo_ruo,27,525658,23918,1469,4860
SJUhFjNfaZY,10,49280,373,31,58
aZdkR_WhA5Q,23,1214739,43573,1828,1614
CWrjDoEBQsw,26,506084,20571,249,1953
7Bgj9c48zHU,24,72493,9593,93,3428
IuYFvaNHJug,10,149328,8272,106,389
fbL1ZoAQgUU,28,1112801,8863,376,2111
UhZ56rcWwRQ,1,1921050,22530,5069,5172
dLRZTBtdMUg,10,164325,3036,122,131
#NAME?,23,595693,15630,1176,1694
_akwfRuL4os,22,179448,0,0,1847
leFNoUJmJ9o,22,21636,1735,8,301
Yhea380bYp0,10,139228,17143,89,1319
vSRAOvhFF1I,24,80252,8019,87,385
jH2t4Tcl3Pg,10,687107,27235,490,1516
w2Es7-c9GAk,10,1902473,9294,2432,1913
6LuHS7ZeSjE,23,938195,34721,1154,2203
zOgle88sKro,27,604117,22195,184,1228
FaJmopuuhZE,10,138587,4154,157,543
pmdVVDkvJXU,24,72271,1222,15,226
8HTdbCohTXY,25,20796,256,164,601
YkLzdHTv3G0,23,767834,36411,902,1990
R8hccXRk3MI,24,558010,9190,1415,1014
EbuCLC_wVlM,24,386371,15686,162,532
KIFiLnPHUoM,28,2078,42,5,7
KQkkgD2p3Ow,10,269908,6504,460,977
aVpvVq_yZLM,25,166252,695,817,1231
XHkAjUVoQME,22,242805,3236,62,201
wx-M8sxcOp8,17,1368380,10006,695,4472
iBy6XRHPODQ,24,852594,21592,133,1636
aD5dCMBeySA,22,75396,966,38,157
qv9Gt38LOKQ,26,666530,24859,590,2546
iatq3Rn4vsg,24,295200,8544,172,1032
uLHygq6Mm-0,24,70803,1062,47,188
MVes87KrWvs,22,186020,21524,300,997
X_tYrnv_o6A,27,440657,30270,224,3693
G_UHknhNbAQ,25,625761,17072,581,2803
vNya04dlC4I,24,60216,192,277,228
7cTi6PHUqMw,24,38653,1391,82,800
ZJDMWVZta3M,1,22118673,410051,9540,45689
f45Va7jMSx4,22,143780,4499,177,275
7COF8AhH9Z8,25,28763,197,41,308
ZkPSbp3zTfo,24,2986642,58567,3466,6617
Nt4tJHp27u0,23,132403,8395,172,1062
WKcYTvyoidw,25,42024,1037,55,248
TIQqb80eg24,10,2242220,109074,1770,9592
euaGS3tPRBw,1,2021002,26338,1987,2814
8mCcM-PUmLM,22,2271673,116212,1337,10004
Kn5UgGQukYQ,1,36579,0,0,0
aXLS_WDIugk,24,17164,47,1,1
2a52cBN9qOA,25,1638,11,2,14
v6d1rShfyZk,22,3409,2,2,0
ai_UWoM37dI,24,6371227,350739,8363,98789
41kp6qN1Crg,17,146487,2270,25,65
NYizLfEYKuY,26,167756,2095,128,252
aKPz583WRpQ,24,2283526,17550,637,1919
YcCrw6d3UX4,25,5708,55,27,58
c9m52-psUmw,24,8523,27,8,85
r4a5ZzHclCs,26,56071,3074,51,273
k-qUBZWor4I,17,12324,15,7,47
6SjslBAJkJI,10,286290,12662,142,865
caN18WcW5XU,10,123513,1529,37,118
U44YLdW9AL4,19,254432,11319,348,1632
0s6-iFoCFNQ,24,2532525,25959,841,3780
9Tb3xPmr3yg,25,85102,576,58,552
cyhU06cXfeU,26,1268825,88497,811,14410
c8DogLWrs90,26,40354,1327,47,143
mN4JWnTOSmg,22,20201,213,5,31
YRRczTwopgA,1,31636,2108,290,631
WeOwqu6gOPs,22,210712,9581,65,384
SW3X7-gk8q0,10,367227,35324,268,4265
j7I-d1B6HwE,24,137410,369,124,88
qvLyNeMGdR4,24,1543,6,0,1
cH4E_t3m3xM,10,13664373,718368,14971,41325
a9i2wTxsxV0,1,5997,16,0,4
wc4v9uT6GWc,25,24462,179,28,151
avDL9JRcmgs,22,4387,6,0,0
XisRqF3ympA,26,15787,410,13,81
Djxjmq9pvrM,26,154520,4201,220,390
Q1EgRiVdT5w,26,166842,7164,236,335
TyHvyGVs42U,10,80605857,2173715,104121,122511
TncLBbJ8SZo,28,12787,337,13,105
B4mK5OElAFQ,23,262545,17333,548,3881
wuEKwkTqdw4,25,25095,262,354,685
_wS7seijyks,26,729853,21692,794,2889
jR5k_1Jgf2Y,24,8616,60,18,20
A6-P1-xxF9Y,22,82538,1229,522,0
PliRMGvytnA,24,2240071,94952,1054,9978
F86S9Uc4mP4,24,911626,8268,704,3404
NNywashg_mw,17,38945,207,41,110
dpeDxEb9yeg,26,543574,16706,401,858
Y1n8F4uClUU,2,3318492,16937,1067,2746
BQ_0QLL2gqI,10,6231832,196595,2330,5582
VjEyUUQP1s8,28,3503,153,1,20
hLgIghY-FGc,15,626564,39140,696,5131
D818vkK10UQ,17,347721,11150,518,523
mqbwgqoF64Q,24,4143,22,0,4
jPkRGHivRD8,26,88021,3642,187,555
w8vsuOXZBXc,10,2761806,157088,3388,11377
HHtfcjwHERA,26,4995,150,11,15
asu37n6sEBY,10,558102,10211,536,490
By6Mi7VlqcU,22,298442,2616,1555,1477
pOEzjT-SED0,10,3930664,104641,19448,24078
LmO1y1ISuak,28,49914,2079,22,317
RZU5HebzuP4,23,57285,255,24,20
nfbwPTsowEA,24,768097,51180,1707,3423
fRj34o4hN4I,28,10775416,205630,4927,35422
5n9xafjynJA,28,2175978,37009,915,5657
b6fepBtNgVM,10,1031803,99376,381,4336
r15_6z9xryo,19,2374145,18613,1907,1818
FZiCWBplZ90,23,350586,29096,493,2449
EsBjHXCG4Us,27,466774,9526,456,2030
wPib0uRFmC0,28,120919,6154,41,401
qS6LoRYUdhw,28,1202878,46101,702,4034
p9wE8dyzEJE,1,4465685,15882,417,2758
6GT7PrIIS5I,26,367973,6356,761,527
k_YtadXMmD4,23,149005,351,6,21
6uJf2IT2Zh8,10,12969561,591776,18790,63191
8-u5nd2GqNE,27,1145464,28690,887,5083
VNqrILFD5h0,24,145442,653,218,168
kz3MEd1Jr0Q,10,1662663,80468,1090,3814
eKwAib6LosM,10,474712,17620,202,922
pvg2cw5oshg,10,183509,4702,185,265
3jtjkXSvuJw,15,93494,6975,28,688
88kkrRv1UgI,27,369872,14131,822,2042
dcipHnWcB0w,24,715011,6037,467,587
wJh-jurxmGQ,24,132607,647,82,0
JLOFZoBJnd8,24,540553,28387,300,1193
16W7c0mb-rE,27,2032821,124607,1183,8577
xGz_FZ0ePwE,10,283379,6030,1405,2490
kTlv5_Bs8aw,10,13945717,2055137,23888,395562
LgmxMuW6Fsc,10,2618344,45197,2315,3332
RK_B4Ez4_5Q,24,2618344,45197,2315,3332
AcoALQl7jfA,23,183357,2565,203,413
kn4kBibdlWA,23,279273,3635,322,366
cHB_s970Uyw,24,4628861,129026,4970,16478
nkXGohB02V0,15,659371,27060,579,1373
uUvgMnzplt4,23,1273356,107086,847,10407
wV7RsaTY228,27,515392,11760,4156,3951
IumYMCllMsM,10,621447,41148,444,1780
Z1rZAT2GtmI,23,2131820,46913,2984,5426
V3EYjVPRClU,10,2171491,103078,4235,10296
1lGHZ5NMHRY,28,941900,24860,2995,0
hGoQ44SfV-c,26,18032,457,15,68
Wen6VQS6NG4,28,773985,18088,1596,1872
LqSkYMmyUWU,1,256886,5791,84,724
_EvMYEfF_hQ,24,11307303,405859,8321,30726
zYX1bgxEAhw,24,796106,22438,932,5963
I8TVdFbFMg4,28,731372,15259,935,1602
OHOkdEBpwDc,24,1814564,88477,2527,15279
UiWGp8dFr5k,24,179838,2401,108,207
3IaL0li-LWU,28,182639,4106,760,4797
_r9GPgvN8As,24,427156,4407,196,519
VfAOl67WcLY,23,1056057,36801,1368,1787
J6iyX87SBP0,1,296868,3435,806,734
I6N-XuYllgA,24,1523322,73115,940,3661
EBt_88nxG4c,10,10997222,375535,14698,27332
NWQqJDGo4Z4,10,110253,2614,658,995
Up09AUDzLVI,28,241353,10207,171,2270
KFaMZUarksA,10,2551558,127779,1705,8551
Yq4_YocuVeg,24,116657,2162,47,207
RP3UsFrDJfY,10,997979,65820,957,4405
fIElFIuzGLI,26,206351,5563,806,1256
G4BxOhJOmUw,24,1322869,36043,873,3439
1dQEfL2BfUM,24,224355,15353,277,745
9efQnL-nlUg,28,500346,14929,555,1666
2Nlo2ekTRvI,1,1862249,38625,1850,6017
CzmIrPvIzxk,1,2181405,49608,1362,6094
0dSR-9mtuzk,24,426547,12648,208,578
#NAME?,25,487512,2360,1107,1740
Lg5x-YWxpco,24,890185,9956,1123,4732
lJM8qqEy35c,25,190102,762,62,727
puREqwXzyCI,23,173602,11892,722,1701
6VoJHrdoIJw,17,495793,9270,395,1202
vFK7oWLWapc,1,258641,9422,1774,2579
JaNmH8A-4NM,17,1057014,18934,692,2157
5TLANg1GC7U,24,2861358,75505,1434,7760
taxAD2LePy8,26,370725,34086,420,3683
s7wLPGmnahE,24,229751,1535,197,165
M6LTqtYKDtI,10,1146985,48290,1284,3243
yTyLXFAIfOI,26,26736,977,29,118
CKPMAICRYuw,24,514092,8913,169,435
TSW9cla5bmw,24,112116,1669,62,190
GyvRamX1VyA,24,325299,13370,237,1196
Da2crn5NXc4,26,785042,58918,2150,429
OPaybxgucww,23,930115,38022,845,1247
CxC161GvMPc,27,414428,17533,365,1235
fEjag-a7TyU,17,1210184,10652,548,754
vkHGedqmIPc,22,232999,13918,256,1031
FaxqVBYVOVU,20,181125,6912,67,513
0Rt329xQUjM,26,304507,10553,181,1239
kKFNThEiilU,22,92420,1170,385,588
#NAME?,17,1875733,7896,1629,784
3oXhLdeuxDw,25,1016320,10936,317,1864
0PW9MWDWLH8,22,127104,10063,54,836
TfHJJeiS-aI,24,171443,1842,50,140
eZQdQ5pV6EE,22,456016,26925,417,4433
i2ZHwnKVXK0,23,142009,4955,84,324
G_Pu00NmJfg,26,367999,9597,193,1002
4L-BPQVZYXM,28,1452787,52271,1235,5778
lfkYyrhWphE,10,1586549,141487,750,8342
UQHSK-kgONk,10,185365,4342,58,295
HszBf-CJeVE,24,1169046,53527,595,2747
X5DWRXTOUD0,26,678221,43897,1548,3665
3k6RD9zVvpE,23,2697220,183458,1346,10744
XcUiOyKclOI,10,85483,3648,28,232
bAfn2duIlN8,22,155869,7268,277,1098
BQC09Mdn24w,24,476109,30657,1477,3565
uU3kLBo_ruo,27,544402,24430,1502,4792
dLRZTBtdMUg,10,179851,3158,125,143
aZdkR_WhA5Q,23,1371655,46412,1902,1725
Yhea380bYp0,10,163973,17582,116,1337
7Bgj9c48zHU,24,87645,10925,97,3740
CWrjDoEBQsw,26,545649,21492,267,1989
FTv-CE43PpM,24,81502,1872,184,868
IuYFvaNHJug,10,172495,8972,112,396
vSRAOvhFF1I,24,84885,8284,93,387
fbL1ZoAQgUU,28,1174168,9240,389,2261
leFNoUJmJ9o,22,23186,1805,8,289
_akwfRuL4os,22,187973,0,0,1919
#NAME?,23,620010,16094,1210,1718
SJUhFjNfaZY,10,60371,430,34,68
PE7ZhHirBFk,26,20489,1269,25,215
